	species	NumGI	GIBase	RepSize	Proportion	NumChromosome	NumPlasmid	BioSampleID
659	Syntrophobacter fumaroxidans	10.0	306300.0	4990251.0	6.137967809635227	1	0	SAMN02598285
660	Pseudomonas frederiksbergensis	12.0	361313.5	5937181.0	6.132675703959698	3	2	SAMN05947123,SAMN06102480,SAMN07632931
661	Ketogulonicigenium vulgare	4.8	172924.6	2821070.2	6.126254796873992	5	7	SAMN02603012,SAMN02603460,SAMN04159244,SAMN05390006,SAMN05425368
662	Methylobacterium phyllosphaerae	11.0	372536.0	6083998.0	6.123210428405795	1	3	SAMN04433067
663	Acinetobacter baumannii	11.491228070175438	244055.61403508772	3970433.052631579	6.121102023067036	113	146	SAMN02603140,SAMN02603889,SAMN02603051,SAMEA3138279,SAMN02603576,SAMN02603104,SAMN02603494,SAMN02603878,SAMN02603667,SAMN02604244,SAMN02604245,SAMN02604246,SAMN02470137,SAMN02641530,SAMN02714232,SAMN02940901,SAMN02940899,SAMN03075316,SAMN02709859,SAMN03263969,SAMD00061019,SAMD00020223,SAMN03248539,SAMN02894434,SAMN03290686,SAMN03770534,SAMN03817045,SAMN03817043,SAMN03771402,SAMEA3751109,SAMN04029125,SAMEA3449716,SAMN03941550,SAMEA3715145,SAMN04448797,SAMN03890258,SAMN03890257,SAMN03890255,SAMN03890253,SAMN03890256,SAMN04273153,SAMN04485290,SAMN04018777,SAMN05601665,SAMN05601667,SAMN05601668,SAMN05601669,SAMN05601670,SAMN05601671,SAMN05601672,SAMN05601673,SAMN06046790,SAMN06077192,SAMN06077191,SAMN06109232,SAMN05362953,SAMN04096368,SAMN04096369,SAMN04096370,SAMN04273154,SAMN06650260,SAMN06650245,SAMN06650243,SAMN06650264,SAMN06650241,SAMN06650242,SAMN06650239,SAMN06650238,SAMN06650240,SAMN06650262,SAMN06650263,SAMN06650261,SAMN04621185,SAMN07125723,SAMN06099024,SAMN07736509,SAMN07945345,SAMN07445112,SAMN07943355,SAMN07943353,SAMN07943354,SAMN07961492,SAMN08054861,SAMN06040401,SAMN04014897,SAMN04014904,SAMN04014919,SAMN08364585,SAMN04014924,SAMN08364584,SAMN04014929,SAMN04014943,SAMN04014942,SAMN09241862,SAMN07135563,SAMN07135565,SAMN06219545,SAMN09389171,SAMN09460321,SAMN07559626,SAMN07289440,SAMN04014911,SAMN07284119,SAMN07520236,SAMN07520237,SAMN07520233,SAMN07520231,SAMN04014893,SAMEA2439285,SAMN07580891,SAMEA3146530
664	Hyphomicrobium sp. MC1	12.0	290974.0	4757528.0	6.1160754072282915	1	0	SAMEA3138412
665	Clostridium formicaceticum	16.0	280043.0	4586755.0	6.105471079227035	2	0	SAMN05858599,SAMN06660676
666	Odoribacter splanchnicus	16.0	268029.0	4392288.0	6.102263785981247	2	0	SAMN00713588,SAMEA44545918
667	Staphylococcus warneri	7.0	151700.0	2486042.0	6.10206907204303	2	9	SAMN02604131,SAMN09989479
668	Thermobifida fusca	4.0	222226.0	3642249.0	6.10134013352739	1	0	SAMN02598543
669	Treponema primitia	8.0	247594.0	4059867.0	6.098574165114276	1	0	SAMN02603452
670	Natranaerobius thermophilus	9.0	192977.0	3165557.0	6.096146744474985	1	2	SAMN02598430
671	Halanaerobium praevalens	6.0	140741.0	2309262.0	6.094631098593403	1	0	SAMN00103629
672	Halanaerobium hydrogeniformans	9.0	159175.0	2613117.0	6.091384350566775	1	0	SAMN02232026
673	Alteromonas mediterranea	9.333333333333334	273563.25	4450397.666666667	6.090021639672698	12	6	SAMN02603915,SAMN02604119,SAMN02604122,SAMN02604128,SAMN02604125,SAMN02604126,SAMN02604127,SAMN04390198,SAMN05991972,SAMN05991973,SAMN05991974,SAMN05991969
674	Lactobacillus amylovorus	5.5	121793.5	1986201.0	6.087835088238341	3	4	SAMN02603487,SAMN02603307,SAMN05913067
675	Idiomarina loihiensis	7.0	172720.0	2839538.5	6.082678612792608	2	0	SAMN02604184,SAMN02604286
676	Microlunatus phosphovorus	17.0	345326.0	5683123.0	6.076342180171008	1	0	SAMD00061117
677	Rickettsia monacensis	5.0	82185.0	1353450.0	6.072259780560789	1	0	SAMEA4532341
678	Salinispora arenicola	12.0	351273.0	5786361.0	6.070706615090209	1	0	SAMN02598378
679	Mycoplasma cynos	5.0	60531.0	998123.0	6.06448303465605	1	0	SAMEA2272626
680	Cronobacter sakazakii	9.6	265873.4	4364340.0	6.0615384161444865	6	12	SAMN02603913,SAMN02603850,SAMN02604116,SAMN03371468,SAMN03938714,SAMN07540306
681	Polaromonas sp. JS666	8.0	314825.0	5200264.0	6.054019565160538	1	2	SAMN02598293
682	Psychrobacter sp. G	4.0	186327.0	3079438.0	6.050681975087662	1	3	SAMN02603914
683	Dickeya dadantii	11.0	297813.0	4922802.0	6.049664398446251	2	0	SAMN02603422,SAMN07653240
684	Brevundimonas sp. GW460-12-10-14-LB2	7.0	197324.0	3263775.0	6.045882452068541	1	0	SAMN04623151
685	Pantoea sp. PSNIH2	10.0	258204.0	4271053.0	6.045441253011845	1	5	SAMN02709585
686	Salinibacter ruber	6.0	216441.5	3585635.0	6.0444596947591	8	18	SAMN02604045,SAMEA3138292,SAMN09375024,SAMN09375025,SAMN09375028,SAMN09375026,SAMN09375027,SAMN09375023
687	Crinalium epipsammum	15.0	320834.0	5315554.0	6.035758455280485	1	8	SAMN02261349
688	Moraxella ovis	5.0	136690.0	2265514.0	6.0335093934533175	1	1	SAMN03455375
689	Listeria innocua	6.0	181498.0	3011208.0	6.027414911224997	1	1	SAMEA3138320
690	Glutamicibacter arilaitensis	9.0	233343.5	3885527.5	6.026905479319835	2	3	SAMEA2272213,SAMN03840760
691	Marinobacter salinus	9.0	248238.0	4121005.0	6.023724795286586	1	0	SAMN05920294
692	Zunongwangia profunda	9.0	308774.0	5128187.0	6.021114284638996	1	0	SAMN02603855
693	Lactobacillus plantarum	8.583333333333334	193271.70833333334	3206282.2916666665	6.0210987192766465	69	197	SAMN02603864,SAMN02603896,SAMEA3138345,SAMN02604341,SAMN02603936,SAMN02604115,SAMN05771125,SAMN03278695,SAMN03976562,SAMN02953961,SAMN03952027,SAMN04038608,SAMN04092618,SAMN03854682,SAMN03734222,SAMN04517536,SAMN04549363,SAMN05177792,SAMN05162523,SAMN05162259,SAMN04346869,SAMN04346870,SAMN04437173,SAMN05966974,SAMN04251328,SAMN06046789,SAMN05717715,SAMN06311425,SAMN06240352,SAMN06619691,SAMN06756312,SAMN06016049,SAMN05805044,SAMN05805045,SAMN05805046,SAMN05805047,SAMN07125944,SAMN07167784,SAMN07248584,SAMN06855883,SAMN06622701,SAMN05631073,SAMN07593867,SAMN07760023,SAMN07837328,SAMN08274863,SAMN08274873,SAMN08348227,SAMN08367724,SAMN08166740,SAMN08512091,SAMN06560050,SAMN06675000,SAMN08939683,SAMN09087848,SAMN09373895,SAMN07280659,SAMN09602223,SAMN07236647,SAMN08624599,SAMN09858434,SAMN09721150,SAMN07305427,SAMN10094369,SAMN10094466,SAMN07672117,SAMN07303085,SAMN07303049,SAMN10174878
694	Pelagibacterium halotolerans	8.0	237344.0	3944837.0	6.016573054856259	1	1	SAMN02604343
695	Leisingera methylohalidivorans	11.0	249339.0	4144900.0	6.0155612921904025	1	2	SAMN02769646
696	Thermus brockianus	5.0	122123.0	2035182.0	6.000593558708754	1	2	SAMN04535499
697	Enterobacter hormaechei	11.285714285714286	286924.28571428574	4777113.571428572	5.9976703347271325	14	41	SAMN03067415,SAMN03067417,SAMN03067414,SAMN03067416,SAMN03067418,SAMN05581749,SAMN05581751,SAMN03733727,SAMN08027257,SAMN07291525,SAMN04448499,SAMN08027258,SAMN10174734,SAMEA104700146
698	Nitrosococcus watsonii	6.0	199344.0	3328570.0	5.988878106814638	1	2	SAMN02598531
699	Mycoplasma dispar	1.0	64881.0	1084449.0	5.982853965470022	2	0	SAMN03379857,SAMN07821582
700	Leuconostoc gelidum	4.0	116032.5	1923789.5	5.9813523749522055	2	0	SAMEA2272393,SAMN02603178
701	Saccharopolyspora erythraea	12.0	490992.0	8212805.0	5.9783715795029835	1	0	SAMEA2272514
702	Bradyrhizobium sp. BTAi1	13.0	493633.0	8264687.0	5.972797275928296	1	1	SAMN02598359
703	Pectobacterium parmentieri	11.333333333333334	304024.6666666667	5086381.333333333	5.968660831746479	10	0	SAMN02598479,SAMN02604188,SAMN02729843,SAMN08493999,SAMN08494003,SAMN08494001,SAMN08494002,SAMN08494004,SAMN08494006,SAMN08494008
704	Mycobacterium tuberculosis	14.959183673469388	262804.02040816325	4403432.510204081	5.967986109299188	154	0	SAMN02603992,SAMN02603128,SAMN00103286,SAMN00763683,SAMN03081423,SAMN03081422,SAMN00103288,SAMN02595346,SAMEA3138326,SAMN02603755,SAMN02603011,SAMN03081436,SAMEA2272730,SAMD00061050,SAMN02603651,SAMN02603653,SAMN02603646,SAMN02603180,SAMN03081429,SAMN03081430,SAMN03081431,SAMN03081432,SAMN02803802,SAMN02767600,SAMN02943514,SAMN02943515,SAMN02887314,SAMN02874015,SAMEA3865285,SAMN03287041,SAMD00000334,SAMN03067436,SAMN03921880,SAMN03253058,SAMN03257094,SAMN03257096,SAMN05447655,SAMN05447658,SAMN03301665,SAMN04293604,SAMN05933692,SAMN06010135,SAMN06010493,SAMN06010122,SAMN06010171,SAMN06010490,SAMN06010343,SAMN06141171,SAMN05414673,SAMN06622696,SAMN05833360,SAMN05833361,SAMN05833362,SAMN05833364,SAMN05833363,SAMN05833359,SAMN06622697,SAMD00065354,SAMD00076259,SAMD00076256,SAMD00076257,SAMD00076258,SAMN07664823,SAMN07664824,SAMN07664825,SAMN07664826,SAMN07664827,SAMN07664828,SAMN07664829,SAMN07664830,SAMN07664831,SAMN07664832,SAMN07664833,SAMN07664834,SAMN07664835,SAMN07664836,SAMN07664837,SAMN07664838,SAMN07664839,SAMN07664840,SAMN07664841,SAMN07664842,SAMN07664843,SAMN07664844,SAMN07664845,SAMN07664846,SAMN07664847,SAMN07664848,SAMN07664849,SAMN07664850,SAMN07664851,SAMN07664852,SAMN07664853,SAMN07664854,SAMN07664855,SAMN07664856,SAMN07664857,SAMN07664858,SAMN07664859,SAMN07664860,SAMN07664861,SAMN07664862,SAMN07664863,SAMN07664864,SAMN07664865,SAMN07664866,SAMN07664867,SAMN07664868,SAMN07664869,SAMN07664870,SAMN07664871,SAMN07664872,SAMN07664873,SAMN07664874,SAMN07664875,SAMN07664876,SAMN07664877,SAMN07664878,SAMN07664879,SAMN07664880,SAMN07664881,SAMN07664882,SAMN07664883,SAMN07664884,SAMN07664885,SAMN07664886,SAMN07664887,SAMN07664888,SAMN07664889,SAMN07664890,SAMN08199254,SAMN08199260,SAMN08199302,SAMN08199276,SAMN08199305,SAMN08199301,SAMN08199277,SAMN08199266,SAMN08199347,SAMN08199271,SAMN08199268,SAMN08199265,SAMN08199267,SAMN08199303,SAMN08199306,SAMN08199348,SAMN07414820,SAMN07414819,SAMN09453176,SAMN06292592,SAMN06292590,SAMN06292065,SAMN06292067,SAMN08973501
705	Rhizobium gallicum	5.0	249944.0	4205731.0	5.955798682539442	2	7	SAMN02393724,SAMN04010568
706	Comamonadaceae bacterium B1	4.0	155200.0	2606868.0	5.95350435848689	1	1	SAMD00000326
707	Streptococcus pasteurianus	5.0	125023.0	2100077.0	5.9532579043530305	2	0	SAMD00060984,SAMEA4030747
708	Cronobacter malonaticus	7.5	257741.0	4336091.5	5.9456676261943855	2	4	SAMN02641531,SAMN03938716
709	[Enterobacter] aerogenes	9.833333333333334	316769.3333333333	5301708.0	5.9452963225774615	13	13	SAMN02603581,SAMEA3138432,SAMN03733745,SAMN03996296,SAMN03448049,SAMN03996283,SAMN07312407,SAMN04014859,SAMN04014848,SAMN04014850,SAMN04014903,SAMN04015002,SAMN06173340
710	Nitrosomonas sp. Is79A3	12.0	224869.0	3783444.0	5.943500154885338	1	0	SAMN02232044
711	Gordonia polyisoprenivorans	13.0	336549.0	5669805.0	5.935812607311892	1	1	SAMN02603285
712	Arcobacter sp. L	6.0	174741.0	2945673.0	5.932124848888522	1	1	SAMD00060981
713	Collimonas fungivorans	11.0	320089.0	5393313.5	5.9298683733367366	2	0	SAMN02603677,SAMN04195674
714	Gluconobacter oxydans	9.5	190074.75	3198362.75	5.920730623495758	5	11	SAMN02603293,SAMN02603014,SAMN05771126,SAMN05257049,SAMEA37041418
715	Nitrospira moscoviensis	8.0	271705.0	4589485.0	5.920163155561027	1	0	SAMN03702441
716	Clostridium pasteurianum	14.333333333333334	274462.8333333333	4764401.5	5.9187135268529145	6	1	SAMN02427303,SAMN02602952,SAMN02990137,SAMN02990135,SAMN04208873,SAMN04208905
717	Rhizobium sp. N324	6.0	274297.0	4640005.0	5.91156690563911	1	5	SAMN03998646
718	Phytobacter ursingii	19.0	326731.0	5529134.0	5.909261739722712	1	4	SAMN03733692
719	Colwellia sp. MT41	11.0	256290.0	4337945.0	5.908097036730526	1	0	SAMN04255090
720	Micavibrio aeruginosavorus	5.0	145771.5	2470296.5	5.90789498804657	2	0	SAMN02604252,SAMN02604326
721	Cloacibacillus porcorum	10.0	211777.0	3585187.0	5.9070001090598625	1	0	SAMN05441363
722	Mycobacterium sp. WY10	16.0	356823.0	6041408.0	5.906288732692777	1	0	SAMN06011242
723	Moorella thermoacetica	6.4	157650.4	2663229.8	5.901536249662771	5	0	SAMN02598257,SAMN03964770,SAMN03964771,SAMN05412808,SAMN05430237
724	Bacillus simplex	8.0	315406.0	5345500.0	5.900402207464222	2	1	SAMN03372368,SAMN05913072
725	Synechococcus sp. JA-3-3Ab	15.0	173000.0	2932766.0	5.898868167456933	1	0	SAMN02604048
726	Streptomyces avermitilis	10.0	531792.0	9025608.0	5.8920351958560575	1	1	SAMD00061088
727	Halorhodospira halophila	5.0	157567.0	2678452.0	5.882763626154212	1	0	SAMN00623046
728	Agarivorans gilvus	13.0	259695.0	4416600.0	5.879975546800706	1	0	SAMN04215004
729	Bifidobacterium dentium	4.0	154944.0	2636018.0	5.8779569303394155	2	0	SAMN02603177,SAMD00061043
730	Brevundimonas sp. DS20	8.0	204272.0	3475610.0	5.877299236680756	1	0	SAMN04158389
731	Spirochaeta africana	8.0	192876.0	3285855.0	5.8698877461117425	1	0	SAMN02232053
732	[Eubacterium] eligens	3.0	125771.0	2144190.0	5.865664889771895	1	2	SAMN02603083
733	Corynebacterium glutamicum	6.25	192868.3125	3276154.0	5.857641961081583	24	8	SAMD00060924,SAMD00061105,SAMEA3138338,SAMEA3138433,SAMN02603963,SAMN02603964,SAMN02603059,SAMN02786782,SAMN02786783,SAMN03273898,SAMN03839052,SAMN04158500,SAMN04581265,SAMN05366915,SAMN04331495,SAMN06052514,SAMN06689708,SAMN07337837,SAMN07270561,SAMN05908976,SAMD00000552,SAMD00051291,SAMN08211503,SAMN08211528
734	Carnobacterium sp. CP1	4.0	152610.0	2605518.0	5.85718463660585	1	1	SAMN03140695
735	Corynebacterium variabile	10.0	200684.0	3433007.0	5.845720675780737	1	0	SAMN02603088
736	Cellulomonas gilvus	12.0	206003.0	3526441.0	5.841668696569714	1	0	SAMN02232005
737	Thalassolituus oleivorans	10.666666666666666	226167.33333333334	3864693.3333333335	5.840663439864872	3	0	SAMEA2272589,SAMN03081496,SAMN02687544
738	Herbaspirillum rubrisubalbicans	13.0	327703.0	5611261.0	5.840095479429668	1	0	SAMN04334956
739	Gardnerella vaginalis	2.8	99846.8	1685107.6	5.835932555786249	5	0	SAMN02299422,SAMN00001462,SAMN00100736,SAMD00061047,SAMN06199463
740	Gallibacterium anatis	12.0	156711.0	2687335.0	5.831465001572189	1	1	SAMN02604222
741	Desulfomonile tiedjei	15.0	378981.0	6500104.0	5.830383636938732	1	1	SAMN02232013
742	Amphibacillus xylanus	6.0	149750.0	2569486.0	5.828013851797597	1	0	SAMD00061112
743	Yersinia enterocolitica	13.928571428571429	272739.5714285714	4666012.071428572	5.827668555681091	15	21	SAMEA1705958,SAMN02603637,SAMEA2271938,SAMN03081541,SAMN03010445,SAMN03161068,SAMEA4532339,SAMN03434891,SAMN03078687,SAMN03490473,SAMN05440573,SAMN05413581,SAMN05440514,SAMN05440511,SAMN05440467,SAMN05440502
744	Mycoplasma bovis	4.0	57018.0	976746.75	5.8230145503402255	12	0	SAMN02604028,SAMN02603302,SAMN02603874,SAMN03081467,SAMN03575868,SAMN02639473,SAMN02639476,SAMN02639475,SAMN06298538,SAMN06758738,SAMEA4000293,SAMEA4000294
745	Marinovum algicola	7.0	216891.0	3727131.0	5.819248102629073	1	11	SAMN03840244
746	Corynebacterium doosanense	8.0	155326.0	2671798.0	5.813538298928287	1	1	SAMN02356458
747	Cupriavidus sp. USMAA2-4	8.0	243444.5	4076674.5	5.794354250104156	2	1	SAMN05904705
748	Methylobacterium sp. AMS5	11.0	314474.0	5435450.0	5.78561112695361	1	3	SAMN04446536
749	Desulfovibrio piger	4.0	162400.0	2807531.0	5.784441917115074	1	0	SAMEA4527702
750	Enterobacter cloacae	12.0	285019.5333333333	4898472.066666666	5.783623382136232	37	71	SAMN02603901,SAMN02603521,SAMN02604307,SAMN02603959,SAMN02641647,SAMN02713682,SAMN03005138,SAMN02821150,SAMN02821151,SAMN03733748,SAMN03733827,SAMN03733769,SAMN03733830,SAMN03743787,SAMN04014843,SAMN06323809,SAMN06130962,SAMN04014906,SAMN04015004,SAMN04014894,SAMN07162522,SAMN04014891,SAMN04014977,SAMN07260410,SAMN06765483,SAMN05831100,SAMN04014901,SAMN04014913,SAMN06448868,SAMN04014934,SAMN05510455,SAMN06887342,SAMN04014995,SAMN09425565,SAMN04014879,SAMN06344228,SAMN04014914
751	Collimonas pratensis	11.5	327548.0	5657962.0	5.779846127351903	2	0	SAMN04195677,SAMN04195678
752	Caldanaerobacter subterraneus	5.0	155182.0	2689445.0	5.770038056178877	1	0	SAMN02603009
753	Clostridioides difficile	8.2	242050.8	4181732.0	5.769587796663932	47	7	SAMEA1705932,SAMEA3138290,SAMEA3138368,SAMN03344097,SAMEA2780266,SAMN03332454,SAMN06286529,SAMN04875593,SAMN05285388,SAMN07339707,SAMN08104991,SAMN08104990,SAMN08104989,SAMN08104988,SAMN08442145,SAMN08442093,SAMN08443809,SAMN08443811,SAMN08443813,SAMN08443812,SAMN08443877,SAMN08443881,SAMN08443921,SAMN08472502,SAMN08472585,SAMN08472503,SAMN08975018,SAMN08974752,SAMN03495888,SAMN03495889,SAMN03495890,SAMN06619921,SAMN06619923,SAMN06368405,SAMN05200625,SAMN05188775,SAMN03487125,SAMN03487129,SAMN03487133,SAMN03487137,SAMN03487134,SAMN05188752,SAMN05188758,SAMN05188782,SAMN05200826,SAMN05200827,SAMN03487131
754	Brucella pinnipedialis	4.75	95929.75	1682574.25	5.76460397901457	4	0	SAMN02603341,SAMN02781126
755	Burkholderia sp. HB1	3.0	212346.5	3603083.5	5.764192751646238	2	0	SAMN03837635
756	Virgibacillus sp. 6R	9.0	273694.0	4749385.0	5.762725068614147	1	0	SAMN05920239
757	Erysipelothrix rhusiopathiae	3.75	103975.5	1798849.75	5.761084413965804	5	0	SAMD00060966,SAMN05771124,SAMN04566196,SAMN05437124,SAMN09365478
758	Serratia fonticola	13.5	348438.5	6050511.0	5.760810902546169	3	2	SAMN03450772,SAMN04390144,SAMN07312455
759	Bifidobacterium adolescentis	5.0	124653.66666666667	2155529.0	5.758162609395042	5	0	SAMD00061080,SAMN02673695,SAMN03273368,SAMN08770276,SAMN07551488
760	Enterobacter sp. 638	11.0	259839.0	4518712.0	5.750289020411126	1	1	SAMN02598394
761	Acidobacterium capsulatum	8.0	237220.0	4127356.0	5.747505182494556	1	0	SAMN02603447
762	Deinococcus geothermalis	8.0	141760.0	2467205.0	5.745773050881463	1	2	SAMN02598303
763	Nitrosomonas ureae	13.0	189732.0	3307820.0	5.735862289967411	1	0	SAMN04305135
764	Allochromatium vinosum	12.0	202035.0	3526903.0	5.7283968399471155	1	2	SAMN02598487
765	Flavobacterium indicum	6.0	171442.0	2993089.0	5.727928571452436	1	0	SAMEA3138809
766	Rahnella aquatilis	13.0	284088.0	4962173.0	5.725072463213193	2	4	SAMN02603118,SAMN10032142
767	Bordetella pseudohinzii	9.0	256853.0	4490371.0	5.720084153402915	1	1	SAMN05366640
768	Psychrobacter alimentarius	7.0	190535.0	3332539.0	5.717412459389072	1	1	SAMN04549283
769	Denitrovibrio acetiphilus	11.0	184216.0	3222077.0	5.717305948926732	1	0	SAMN02598464
770	Burkholderia sp. PAMC 28687	5.333333333333333	128091.0	2150659.6666666665	5.711817811505494	3	5	SAMN04479209
771	Runella slithyformis	10.0	375153.0	6568739.0	5.711187489714541	1	5	SAMN02232050
772	Jeongeupia sp. USM3	8.0	216322.0	3788814.0	5.70949114947316	1	0	SAMN05862066
773	Stenotrophomonas nitritireducens	8.0	259229.0	4541729.0	5.70771615831768	1	0	SAMN05428703
774	Brevundimonas subvibrioides	8.0	196507.0	3445263.0	5.703686481989909	1	0	SAMN00007485
775	Methylotenera versatilis	5.0	174461.0	3059871.0	5.701580230016233	1	0	SAMN02598526
776	Pandoraea pnomenusa	9.4	310412.6	5433504.2	5.698331021074162	5	3	SAMN02427182,SAMN02401957,SAMN02693467,SAMN03078809,SAMN04889867
777	Candidatus Solibacter usitatus	26.0	567331.0	9965640.0	5.692870703738044	1	0	SAMN02598277
778	Mycoplasma mycoides	4.3	66291.2	1150996.1	5.69175353064851	11	1	SAMEA3138208,SAMN02603437,SAMN02603459,SAMN02603457,SAMEA2272808,SAMN03162163,SAMN03758384,SAMN03459584,SAMN04479833,SAMN04479836,SAMN04451932
779	Corynebacterium terpenotabidum	7.0	156549.0	2751233.0	5.690139657382708	1	0	SAMN02603028
780	Gloeobacter kilaueensis	13.0	268811.0	4724791.0	5.689373350059293	1	0	SAMN02604186
781	Bacteroides helcogenes	9.0	227419.0	3998906.0	5.68703040281517	1	0	SAMN00138952
782	Clostridium cellulovorans	15.0	299009.0	5262222.0	5.682181405497525	1	0	SAMN00002614
783	Oligotropha carboxidovorans	9.333333333333334	206385.33333333334	3626941.3333333335	5.675062285610973	3	4	SAMN02603611,SAMN02603254,SAMN02603268
784	Shimwellia blattae	12.0	235872.0	4158725.0	5.6717383332632	1	0	SAMN02603253
785	Haematospirillum jordaniae	3.0	120800.0	2131542.0	5.66725872631175	1	2	SAMN04456661
786	Erysipelothrix sp. LV19	3.0	141272.0	2495108.0	5.661959322001292	1	1	SAMN04087214
787	Brevibacterium linens	6.0	218443.0	3862244.0	5.655857061335327	1	0	SAMN04569174
788	Hyphomicrobium nitrativorans	6.0	206600.0	3653837.0	5.654329955058203	1	0	SAMN02641510
789	Acinetobacter nosocomialis	9.0	217947.0	3858956.0	5.6478228826656744	4	4	SAMN03263968,SAMN06650244,SAMN03996318,SAMN09197281
790	Belliella baltica	8.0	237013.0	4196595.0	5.64774537452387	1	0	SAMN02232009
791	Sulfurimonas denitrificans	6.0	124209.0	2201561.0	5.64186047990494	1	0	SAMN02598289
792	Pelobacter carbinolicus	11.0	206701.0	3665893.0	5.638489721331201	1	0	SAMN02598295
793	Burkholderia ubonensis	5.9411764705882355	145868.82352941178	2587687.1764705884	5.635150807718793	17	3	SAMN03072629,SAMN03449140,SAMN03449265,SAMN03449272,SAMN03449449,SAMN03449682
794	Edwardsiella hoshinae	8.0	214754.0	3811650.0	5.634147941180329	1	0	SAMN05240577
795	Burkholderia pyrrocinia	4.333333333333333	145140.33333333334	2615954.0	5.631758849722783	6	1	SAMN03651233,SAMN07985438
796	Francisella philomiragia	6.666666666666667	115875.33333333333	2072106.6666666667	5.626240320302838	3	4	SAMN02598454,SAMN03024266,SAMN03023970
797	Bifidobacterium scardovii	8.0	177634.0	3158347.0	5.624271177296225	1	0	SAMD00061046
798	Bacillus licheniformis	9.5	241361.5	4279955.25	5.614741368474576	18	9	SAMN02603292,SAMN02603685,SAMN03764480,SAMN05717662,SAMN03938641,SAMN03998272,SAMN03938153,SAMN03998369,SAMN07125936,SAMN07125935,SAMN07125934,SAMN07367816,SAMN07690960,SAMN08455836,SAMN07206915,SAMN09579729,SAMN08717025,SAMN10127284
799	Cellvibrio japonicus	11.0	256123.0	4576573.0	5.59639275938568	1	0	SAMN02603448
800	Bradyrhizobium icense	13.0	465203.0	8322773.0	5.589519262390072	1	0	SAMN05230120
801	Pseudoxanthomonas spadix	6.0	192945.0	3452554.0	5.588471606816287	1	0	SAMN02603133
802	Actinoalloteichus sp. GBA129-24	7.0	403183.0	7215977.0	5.587365369928424	1	1	SAMN03339751
803	Lysobacter gummosus	10.0	337980.0	6056618.0	5.580342032467625	1	0	SAMN03275729
804	Fusobacterium hwasookii	7.333333333333333	137685.66666666666	2469988.6666666665	5.572796404484291	3	4	SAMN03263145,SAMN03263150,SAMN03263088
805	Spiribacter salinus	3.0	96871.0	1739487.0	5.568940727927257	1	0	SAMN02603230
806	Desulfitobacterium dehalogenans	11.0	240553.0	4321753.0	5.566097831134727	1	0	SAMN02261389
807	Streptococcus intermedius	4.0	109692.66666666667	1963517.3333333333	5.558709989989457	6	0	SAMD00060960,SAMN02603659,SAMN02603658,SAMN04875570,SAMD00031898,SAMEA4012327
808	Lactococcus piscium	8.0	132954.0	2394138.0	5.553313969370187	1	2	SAMEA3208644
